ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,duration(Days),%funded,launchedNumeric
589283086,Be Un-bali-evable!  Send a teacher to Bali to learn about shadow puppetry. (Canceled),Performance Art,Art,USD,02-12-09,4000,04-09-09 23:03,1185,canceled,9,US,1185,1185,4000,88.03912037,29.625,40060.96042
816243646,Da Vinci's Dreams,Narrative Film,Film & Video,USD,16-11-09,4000,05-09-09 0:20,0,failed,0,US,0,0,4000,71.98545139,0,40061.01389
1249778668,"the3six5 Blog, Book, and Beyond",Journalism,Journalism,USD,01-11-09,1000,05-09-09 0:28,81,failed,7,US,81,81,1000,56.98008102,8.1,40061.01944
1713290952,Sam Heilig Records an Album!,Country & Folk,Music,USD,05-11-09,3000,05-09-09 3:55,3239.89,successful,64,US,3239.89,3239.89,3000,60.83626157,107.9963333,40061.16319
567180915,The Living Room Tour: Bringing theater into homes all around Los Angeles!,Theater,Theater,USD,01-11-09,2000,05-09-09 13:48,2011,successful,29,US,2011,2011,2000,56.42445602,100.55,40061.575
292573961,MakerBeam: An Open Source Building Kit,Software,Technology,USD,24-10-09,10000,05-09-09 16:39,17922.42,successful,132,US,17922.42,17922.42,10000,48.30590278,179.2242,40061.69375
884704395,Ethan Blends Tea (and you get to drink it!) (Canceled),Food,Food,USD,15-11-09,1500,05-09-09 22:36,0,canceled,0,US,0,0,1500,70.05820602,0,40061.94167
131479711,Photographing Thailand,Photography,Photography,USD,01-11-09,900,06-09-09 0:48,1450,successful,30,US,1450,1450,900,55.96627315,161.1111111,40062.03333
1657758395,~ Capture A Dream ~,Food,Food,USD,04-12-09,5000,06-09-09 2:00,200,failed,2,US,200,200,5000,88.91614583,4,40062.08333
793466551,Portland Family Adventures' Book Series,Nonfiction,Publishing,USD,04-12-09,3500,06-09-09 2:55,155,failed,6,US,155,155,3500,88.87829861,4.428571429,40062.12153
1084487847,"We've got distribution, now we need funding! (Canceled)",Narrative Film,Film & Video,USD,07-10-09,105000,06-09-09 8:17,200,canceled,2,US,200,200,105000,30.65461806,0.19047619,40062.34514
209704273,SW Detroit Radio Project,Journalism,Journalism,USD,05-12-09,5200,06-09-09 14:54,0,failed,0,US,0,0,5200,89.37894676,0,40062.62083
919174212,Art Cafe/Pub in NYC (Canceled),Painting,Art,USD,06-10-09,25000,06-09-09 15:39,0,canceled,0,US,0,0,25000,29.34769676,0,40062.65208
378499140,Baroque Music Performing Editions,Classical Music,Music,USD,06-10-09,1000,06-09-09 20:39,0,failed,0,US,0,0,1000,29.13918981,0,40062.86042
731481438,Puppetry for Orphans and Refugees in Jordan,Theater,Theater,USD,04-12-09,3000,06-09-09 20:53,20,failed,2,US,20,20,3000,88.12951389,0.666666667,40062.87014
929138515,Palmer Chandler - Our Micro Budgeted film needs a camera!,Shorts,Film & Video,USD,11-10-09,5000,06-09-09 23:33,6630,successful,18,US,6630,6630,5000,34.01834491,132.6,40062.98125
1652844042,Experience Fun History With Us!,Children's Books,Publishing,USD,01-10-09,1500,06-09-09 23:57,2046,successful,68,US,2046,2046,1500,24.00166667,136.4,40062.99792
518209887,The Umoja Arts Project,Sculpture,Art,USD,01-12-09,500,07-09-09 4:38,642.61,successful,14,US,642.61,642.61,500,84.80667824,128.522,40063.19306
2005091474,The Red Book of Sonnets (Canceled),Poetry,Publishing,USD,09-10-09,5000,07-09-09 6:51,0,canceled,0,US,0,0,5000,31.7140162,0,40063.28542
838319668,Make Henry Tudor Come to Life for Local Schools and Medieval / Renaissance Groups (Canceled),Theater,Theater,USD,07-11-09,500,07-09-09 18:55,0,canceled,0,US,0,0,500,60.21178241,0,40063.78819
1075467888,SuperGlue - get art to fund art! (Canceled),Art,Art,USD,05-10-09,360,08-09-09 2:15,230,canceled,6,US,230,230,360,26.90619213,63.88888889,40064.09375
881290817,Saturated Dreamers: IGF Fee and Misceallenous Development Costs,Video Games,Games,USD,02-11-09,195,08-09-09 2:59,1500,successful,38,US,1500,1500,195,54.87502315,769.2307692,40064.12431
2138390710,Help Emergency Umbrella Records clear an over crowded warehouse and save our records.,Indie Rock,Music,USD,13-10-09,100,08-09-09 3:29,1414,successful,66,US,1414,1414,100,34.85436343,1414,40064.14514
677904549,Cadence & Slang is a book about interaction design.,Art Books,Publishing,USD,05-12-09,9800,08-09-09 4:02,12206.85,successful,258,US,12206.85,12206.85,9800,87.83146991,124.5596939,40064.16806
48393580,Katharsis Performance Project Presents: THE PLAGUE,Theater,Theater,USD,06-12-09,12000,08-09-09 6:11,175,failed,3,US,175,175,12000,88.74186343,1.458333333,40064.25764
569008829,"Baby Greenie 100% Organic Baby Clothes, Newborn to 2T",Fashion,Fashion,USD,06-12-09,13000,08-09-09 6:23,200,failed,4,US,200,200,13000,88.7334838,1.538461538,40064.26597
229413899,"""Night of the Punks"" - 80's Throwback Horror-Comedy Short! (FOOD BUDGET)",Shorts,Film & Video,USD,16-11-09,1500,08-09-09 6:37,1680,successful,30,US,1680,1680,1500,68.72422454,112,40064.27569
1199621320,TURKEY BOWL (short film) - Please Support - Producer Credits & Advertise your Company,Shorts,Film & Video,USD,27-10-09,5500,08-09-09 7:13,0,failed,0,US,0,0,5500,48.69878472,0,40064.30069
1613154895,Hawaii Ironman Project - Fight Cancer in Kona (Canceled),Art,Art,USD,10-10-09,50000,08-09-09 7:38,0,canceled,0,US,0,0,50000,31.68142361,0,40064.31806
1223381054,Film The First Ever Hollie LA Music Video!,Pop,Music,USD,01-11-09,3000,08-09-09 9:39,100,failed,2,US,100,100,3000,53.59773148,3.333333333,40064.40208
2071243484,Become A Citizen of The Wonder City,Graphic Novels,Comics,USD,06-12-09,5000,08-09-09 16:58,5518.45,successful,62,US,5518.45,5518.45,5000,88.2924537,110.369,40064.70694
1736945856,"Treasure, Don't Sell This Stuff!  A children's picture book!",Children's Books,Publishing,USD,07-11-09,5000,08-09-09 18:55,10,failed,1,US,10,10,5000,59.21168981,0.2,40064.78819
780673135,In Honor of Women Soldiers in America throughout our History.,Painting,Art,USD,06-12-09,5850,08-09-09 19:39,245,failed,4,US,245,245,5850,88.18064815,4.188034188,40064.81875
355946024,"Shakespeare Film Shot In All Close-Up! Get cool film credit, or play a small role!",Shorts,Film & Video,USD,22-10-09,15000,09-09-09 2:54,445,failed,10,US,445,445,15000,42.87881944,2.966666667,40065.12083
99132453,a New Album from Ethan Lipton & his Orchestra,Jazz,Music,USD,09-11-09,12500,09-09-09 3:58,12805.26,successful,238,US,12805.26,12805.26,12500,60.83445602,102.44208,40065.16528
706612892,Cleaning up Hawaii's reefs ,Software,Technology,USD,08-12-09,1000,09-09-09 6:27,110,failed,2,US,110,110,1000,89.73096065,11,40065.26875
1699392316,MAYA - a tense film about human trafficking ,Documentary,Film & Video,USD,16-10-09,3900,09-09-09 8:34,245,failed,4,US,245,245,3900,36.64299769,6.282051282,40065.35694
243027313,Team of women make film based on true story called MARIA MY LOVE,Documentary,Film & Video,USD,01-11-09,10000,09-09-09 16:51,10600.22,successful,96,US,10600.22,10600.22,10000,52.29769676,106.0022,40065.70208
783526904,The Angola Project,Documentary,Film & Video,USD,31-10-09,2000,09-09-09 17:23,2050,successful,34,US,2050,2050,2000,51.27523148,102.5,40065.72431
1387333308,"""Hee-Haw."" New play where Sam Wainwright from ""It's a Wonderful Life"" tells his side!",Theater,Theater,USD,21-11-09,6000,09-09-09 18:32,6037.17,successful,55,US,6037.17,6037.17,6000,72.22761574,100.6195,40065.77222
614222804,"Help us launch a new online application, to help those who have been stiffed on $$$",Software,Technology,USD,14-10-09,11000,09-09-09 19:14,0,failed,0,US,0,0,11000,34.19829861,0,40065.80139
1687506817,The Cooking Sense: Mobile Interactive Culinary Mapping Tool (Canceled),Food,Food,USD,08-12-09,5000,09-09-09 22:04,0,canceled,0,US,0,0,5000,89.07991898,0,40065.91944
662389409,Art that Saves Lives,Art,Art,USD,07-12-09,1000,09-09-09 23:02,1245,successful,40,US,1245,1245,1000,88.04001157,124.5,40065.95972
1863634034,"Revolutionary Perspective Drawing, in a Pop-Up-Card",Illustration,Art,USD,02-12-09,7000,10-09-09 0:40,760,failed,14,US,760,760,7000,82.97209491,10.85714286,40066.02778
478842339,PRODUCE my Play in Times Square,Theater,Theater,USD,21-10-09,1500,10-09-09 0:53,120,failed,3,US,120,120,1500,40.96302083,8,40066.03681
414042177,Internet Radio to teach People Languages from the California Language Institute,Software,Technology,USD,10-10-09,4850,10-09-09 1:39,0,failed,0,US,0,0,4850,29.93122685,0,40066.06875
1170863528,A One Woman Show With One Hundred Million In Mind - Tackling The Subject Of Obesity,Theater,Theater,USD,08-12-09,2000,10-09-09 2:37,165,failed,6,US,165,165,2000,88.89065972,8.25,40066.10903
1413458191,CD Collaboration,Rock,Music,USD,08-12-09,2300,10-09-09 4:11,30,failed,2,US,30,30,2300,88.82546296,1.304347826,40066.17431
659796,Daniel Williamson Makes His Debut Album!,Classical Music,Music,USD,18-10-09,8000,10-09-09 4:41,0,failed,0,US,0,0,8000,37.80444444,0,40066.19514
1338686160,"Operation make ""BE DFFRNT"" : The new Kawnar EP ",Indie Rock,Music,USD,11-11-09,1300,10-09-09 4:55,170,failed,10,US,170,170,1300,61.79460648,13.07692308,40066.20486
1838672715,THE EXPERIENCE OF GREEN,Art Books,Publishing,USD,29-11-09,2500,10-09-09 5:05,2809.77,successful,54,US,2809.77,2809.77,2500,79.78798611,112.3908,40066.21181
1848374951,Bicycle + Japanese inspired fashion: Nona Varnado,Fashion,Fashion,USD,08-12-09,5500,10-09-09 10:15,787,failed,5,US,787,787,5500,88.57232639,14.30909091,40066.42708
426532604,"An illustrated ""luci.a variations""",Poetry,Publishing,USD,07-12-09,7000,10-09-09 12:36,2231,failed,56,US,2231,2231,7000,87.47498843,31.87142857,40066.525
1431836743,Soundbytes 5 - Live Chipmusic Show! Come and party with us and get awesome merch,Music,Music,USD,06-11-09,700,10-09-09 14:18,1442,successful,41,US,1442,1442,700,56.40358796,206,40066.59583
1712520751,B-Ville in EXILE Gallery - Galerie en exil,Sculpture,Art,USD,09-12-09,555,10-09-09 15:42,302,failed,9,US,302,302,555,89.34547454,54.41441441,40066.65417
149233916," A Book, ""THE LIVING LINE: A 40 Year Odyssey Through Drawing""",Illustration,Art,USD,18-11-09,8000,10-09-09 22:44,2599,failed,19,US,2599,2599,8000,68.0521875,32.4875,40066.94722
2038177475,Launch the webstream for the Chicago Independent Radio Project (CHIRP) radio station!,Radio & Podcasts,Publishing,USD,12-11-09,4800,11-09-09 1:33,6151,successful,173,US,6151,6151,4800,61.93491898,128.1458333,40067.06458
328615062,help us edit Lumberjacking! (Canceled),Documentary,Film & Video,USD,20-10-09,1000,11-09-09 3:02,0,canceled,0,US,0,0,1000,38.87310185,0,40067.12639
1683227588,DANCE FILM PROJECT,Narrative Film,Film & Video,USD,04-12-09,1000,11-09-09 6:17,5,failed,1,US,5,5,1000,83.73814815,0.5,40067.26181
40674168,"Leaving Araby WRESTLES A BEAR, I mean RECORDS A NEW EP! Either way we need YOU!!!",Indie Rock,Music,USD,01-12-09,3500,11-09-09 17:10,230,failed,7,US,230,230,3500,80.28457176,6.571428571,40067.71528
259812860,The Rise of the Peaceballoon Detroit Music Preservation Project,Rock,Music,USD,10-12-09,5000,11-09-09 21:18,227,failed,10,US,227,227,5000,89.11186343,4.54,40067.8875
1559360010,Kickstarting Global Youth Leadership,Design,Design,USD,22-11-09,10000,11-09-09 21:30,640,failed,17,US,640,640,10000,71.10354167,6.4,40067.89583
358982216,"Books, Boats, a Band & Beyond: The Leeward Rail Band sails on a vital rescue mission!",Country & Folk,Music,USD,10-12-09,4500,11-09-09 21:55,690,failed,7,US,690,690,4500,89.08628472,15.33333333,40067.91319
1957911827,A Book About a Boy,Fiction,Publishing,USD,10-12-09,4550,11-09-09 23:07,0,failed,0,US,0,0,4550,89.0366088,0,40067.96319
792378318,Video Game Set in Iran During the Post-Election Riots,Video Games,Games,USD,10-12-09,15000,12-09-09 1:49,2925.11,failed,53,US,2925.11,2925.11,15000,88.92400463,19.50073333,40068.07569
1325575278,Social Cause Production Company / Record Label,Indie Rock,Music,USD,10-12-09,7500,12-09-09 2:01,0,failed,0,US,0,0,7500,88.9159375,0,40068.08403
497006379,"Cleavage, Volume 1",Journalism,Journalism,USD,17-10-09,8500,12-09-09 2:47,8632,successful,35,US,8632,8632,8500,34.8840162,101.5529412,40068.11597
459511988,This is NOT the Bible I was taught in Sunday School,Fiction,Publishing,USD,01-11-09,1500,12-09-09 3:21,50,failed,1,US,50,50,1500,49.8597338,3.333333333,40068.13958
1964964652,FREEQ: An Interactive Radio Drama/Indie Video Game,Video Games,Games,USD,16-11-09,12300,12-09-09 3:48,12401,successful,35,US,12401,12401,12300,64.84146991,100.8211382,40068.15833
726944627,The Finney Brothers are going to release a CD of their original classical music!,Classical Music,Music,USD,01-11-09,2500,12-09-09 5:45,810,failed,18,US,810,810,2500,49.76011574,32.4,40068.23958
513096639,The Fishes are Photographing Every Sizzler in the United States of America!,Photography,Photography,USD,14-10-09,12000,12-09-09 8:38,2110,failed,41,US,2110,2110,12000,31.64017361,17.58333333,40068.35972
1318156193,"Domo Arigato, Art-Roboto",Hardware,Technology,USD,12-11-09,1120,12-09-09 17:56,0,failed,0,US,0,0,1120,60.25216435,0,40068.74722
781461787,A Fight to the Death is recording a new album!,Indie Rock,Music,USD,11-11-09,2000,12-09-09 20:00,2415,successful,48,US,2415,2415,2000,59.16640046,120.75,40068.83333
202013837,"The 1st Ghetto Biennale in Port-au-Prince, Haiti",Sculpture,Art,USD,11-11-09,2000,12-09-09 20:14,2000.92,successful,52,US,2000.92,2000.92,2000,59.15678241,100.046,40068.84306
746020326,I heart soccer,Documentary,Film & Video,USD,19-11-09,8000,12-09-09 21:47,20,failed,1,US,20,20,8000,67.09189815,0.25,40068.90764
1280916068,idea Orgy: for naked minds... ,Journalism,Journalism,USD,20-10-09,2564,12-09-09 21:54,0,failed,0,US,0,0,2564,37.08734954,0,40068.9125
2027768956,Let's Find My Dogwalker & Write a Book,Nonfiction,Publishing,USD,07-10-09,1800,12-09-09 22:45,916,failed,26,US,916,916,1800,24.05167824,50.88888889,40068.94792
2136535716,'Air Guitar': A New Play by William Mastrosimone,Theater,Theater,USD,12-10-09,1000,12-09-09 23:13,20,failed,1,US,20,20,1000,29.0325,2,40068.96736
1484479139,Brooklyn Makes: A Video Walking Tour of Brooklyn Manufacturing Today,Documentary,Film & Video,USD,09-10-09,1000,13-09-09 1:40,1022,successful,26,US,1022,1022,1000,25.93038194,102.2,40069.06944
1419988432,Sublife Kick Start (Canceled),Indie Rock,Music,USD,05-11-09,5775,13-09-09 2:07,0,canceled,0,US,0,0,5775,52.91131944,0,40069.08819
2098335561,Hudson Valley Art Incubator (Canceled),Conceptual Art,Art,USD,06-12-09,10000,13-09-09 10:24,900,canceled,13,US,900,900,10000,83.56652778,9,40069.43333
641246592,"Publish ""Mayonnaise In My Cake and Other Holiday Delights""",Publishing,Publishing,USD,16-11-09,3000,13-09-09 14:10,0,failed,0,US,0,0,3000,63.40967593,0,40069.59028
406724478,Automatic Aluminum Can Crusher,Technology,Technology,USD,11-12-09,4500,13-09-09 14:55,384,failed,5,US,384,384,4500,88.37840278,8.533333333,40069.62153
1731810209,I'M NOT ME - feature film,Narrative Film,Film & Video,USD,11-12-09,6000,13-09-09 17:42,7305,successful,55,US,7305,7305,6000,88.26196759,121.75,40069.7375
558687555,The Bad Words Experiment (Art Show),Art,Art,USD,12-12-09,2000,13-09-09 19:45,2010,successful,11,US,2010,2010,2000,89.17642361,100.5,40069.82292
1318365203,"Release the album ""1999"" be part of the movement.",Hip-Hop,Music,USD,12-12-09,3000,13-09-09 19:58,190,failed,4,US,190,190,3000,89.16775463,6.333333333,40069.83194
1514118791,Independent Feature Film - A Tangled Web ,Shorts,Film & Video,USD,10-10-09,2500,13-09-09 20:00,0,failed,0,US,0,0,2500,26.16625,0,40069.83333
1982126934,Museum Cultural & Community Center,Art,Art,USD,11-12-09,11000,13-09-09 20:45,11015,successful,69,US,11015,11015,11000,88.13496528,100.1363636,40069.86458
176184566,Join the Multiplex: Book 1 Club of Awesome,Webcomics,Comics,USD,12-12-09,7500,13-09-09 22:04,13194.5,successful,318,US,13194.5,13194.5,7500,89.07987269,175.9266667,40069.91944
1178810499,"JSE Records' ""best of NYC's unsigned"" artists.  ",Rock,Music,USD,12-12-09,1400,13-09-09 22:12,85,failed,5,US,85,85,1400,89.07475694,6.071428571,40069.925
1030429399,Youngstown: A Photographic Perspective,Photography,Photography,USD,10-12-09,1500,13-09-09 22:14,0,failed,0,US,0,0,1500,87.07305556,0,40069.92639
1778472415,Send Alex from Anchor Down to The Fest 8! (Canceled),Rock,Music,USD,21-10-09,500,13-09-09 23:40,0,canceled,0,US,0,0,500,37.01386574,0,40069.98611
1800324217,The following are pages torn from our most favorite imaginary books.,Children's Books,Publishing,USD,05-12-09,2100,13-09-09 23:51,880,failed,18,US,880,880,2100,82.00607639,41.9047619,40069.99375
1686482513,Matt Held - Phase II Facebook paintings,Painting,Art,USD,15-10-09,3500,14-09-09 0:12,3800,successful,82,US,3800,3800,3500,30.99142361,108.5714286,40070.00833
1489767148,Debbie Kay's Hope For The Broken Hearted,Indie Rock,Music,USD,12-12-09,8000,14-09-09 0:43,825,failed,5,US,825,825,8000,88.96974537,10.3125,40070.02986
1303583408,WHAT'S HE BUILDING IN THERE?,Painting,Art,USD,12-12-09,5000,14-09-09 1:48,498,failed,9,US,498,498,5000,88.92440972,9.96,40070.075
1049134235,Come With Me to the Ends of the Earth (Canceled),Documentary,Film & Video,USD,02-12-09,2500,14-09-09 2:27,0,canceled,0,US,0,0,2500,78.89760417,0,40070.10208
1914730855,"Finders Keepers: 50 states, 50 stories, 50 art pieces, 50 bystanders (Canceled)",Public Art,Art,USD,08-11-09,7443,14-09-09 2:37,40,canceled,2,US,40,40,7443,54.8903588,0.537417708,40070.10903
930206972,A prototype shop that needs some love.,Graphic Design,Design,USD,12-12-09,3995,14-09-09 2:57,4210.23,successful,61,US,4210.23,4210.23,3995,88.87657407,105.3874844,40070.12292
302390864,Remainder - Exciting New Board Game,Tabletop Games,Games,USD,01-11-09,1000,14-09-09 3:23,50,failed,1,US,50,50,1000,47.85888889,5,40070.14097
220990797,Make Dance with Bethany and Lily!,Dance,Dance,USD,21-11-09,1500,14-09-09 3:27,1530.37,successful,39,US,1530.37,1530.37,1500,67.85564815,102.0246667,40070.14375
11603000,Blue Kitabu Gets Sustainable: (Used) Bookstore (Organic) Cafe and (Hip) Music Scene,Indie Rock,Music,USD,20-11-09,10500,14-09-09 3:53,1240,failed,25,US,1240,1240,10500,66.83797454,11.80952381,40070.16181
203940874,Telling Stories: Bringing Classical Music and Writing to a New Generation,Radio & Podcasts,Publishing,USD,11-12-09,5000,14-09-09 5:22,5224,successful,88,US,5224,5224,5000,87.77634259,104.48,40070.22361
676614308,"Sick of Negative News?  Make a Change, Hitch a Ride on the Positive Cities Express (Canceled)",Journalism,Journalism,USD,21-10-09,41700,14-09-09 5:58,735,canceled,7,US,735,735,41700,36.75097222,1.762589928,40070.24861
832949619,Las Rubias del Norte need help to complete their third album.,Classical Music,Music,USD,09-10-09,2000,14-09-09 6:28,2285,successful,44,US,2285,2285,2000,24.73038194,114.25,40070.26944
574627229,The Tree That Owns Itself: Populate the world with its Offspring!!!,Conceptual Art,Art,USD,29-10-09,2000,14-09-09 6:45,1264.25,failed,41,US,1264.25,1264.25,2000,44.71859954,63.2125,40070.28125
2070782206,Join DIY artist Ryan Hanna in making a pivotal VINYL LP & be featured in documentary!,Indie Rock,Music,USD,12-12-09,600,14-09-09 7:34,630,successful,16,US,630,630,600,88.68421296,105,40070.31528
927097774,Twilight w/ Steve Cooper: Re-Inventing the talk show.,Webseries,Film & Video,USD,01-11-09,3000,14-09-09 8:04,3144.57,successful,34,US,3144.57,3144.57,3000,47.66347222,104.819,40070.33611
1215209212,American Standard Needs to Release Their Debut EP,Rock,Music,USD,01-12-09,1500,14-09-09 8:05,1561,successful,29,US,1561,1561,1500,77.66284722,104.0666667,40070.33681
395228515,LITTLE BRASS BIRD: Handmade Plush Toy Animated Show!!,Design,Design,USD,20-11-09,1200,14-09-09 8:39,1427,successful,30,US,1427,1427,1200,66.63894676,118.9166667,40070.36042
1202509848,Valley Cat,Documentary,Film & Video,USD,13-12-09,1065000,14-09-09 9:11,110,failed,2,US,110,110,1065000,89.6169213,0.010328638,40070.38264
1817248219,Patrick Ryan EP,Indie Rock,Music,USD,02-12-09,250,14-09-09 13:00,70,failed,3,US,70,70,250,78.4581713,28,40070.54167
1974523465,Xylopholks India Outreach Tour 2010,Indie Rock,Music,USD,11-12-09,1500,14-09-09 15:26,2190,successful,42,US,2190,2190,1500,87.35650463,146,40070.64306
1265758345,"J. S Bach - Six Suites for Cello Solo, a complete recording by Ovidiu Marinescu",Classical Music,Music,USD,13-12-09,7840,14-09-09 16:44,8337,successful,85,US,8337,8337,7840,89.30269676,106.3392857,40070.69722
1184879182,The Pass it On Project,Documentary,Film & Video,USD,12-12-09,2700,14-09-09 17:11,2850,successful,40,US,2850,2850,2700,88.28355324,105.5555556,40070.71597
1748013708,CAMPER KART Project,Sculpture,Art,USD,02-11-09,2000,14-09-09 17:20,2130.02,successful,63,US,2130.02,2130.02,2000,48.27775463,106.501,40070.72222
908728259,Indie Americana - Launch the next Finn Miles EP - Winteresque!,Indie Rock,Music,USD,26-11-09,2000,14-09-09 17:56,215,failed,3,US,215,215,2000,72.2524537,10.75,40070.74722
1076649913,Hello Chicago,Art,Art,USD,12-12-09,14000,14-09-09 18:25,100,failed,2,US,100,100,14000,88.23238426,0.714285714,40070.76736
903419837,Hair Apparent - a musical comedy about Rod Blagojevich and his hair.  With puppets.,Theater,Theater,USD,16-11-09,5000,14-09-09 18:37,825,failed,11,US,825,825,5000,62.22422454,16.5,40070.77569
1794835232,"PANIC NATION, a documentary about the effects of state anti-immigration laws.",Documentary,Film & Video,USD,14-11-09,6000,14-09-09 19:36,85,failed,2,US,85,85,6000,60.18283565,1.416666667,40070.81667
1896639590,Test (Canceled),Performance Art,Art,USD,14-10-09,50,14-09-09 19:37,0,canceled,0,US,0,0,50,29.1821412,0,40070.81736
52641948,Impossible Girl: Solo Record,Pop,Music,USD,01-12-09,20000,14-09-09 19:40,2975,failed,70,US,2975,2975,20000,77.18040509,14.875,40070.81944
1174844748,"""Fatale"" a feature-length movie",Narrative Film,Film & Video,USD,01-12-09,25000,14-09-09 19:53,0,failed,0,US,0,0,25000,77.17106481,0,40070.82847
930133368,A 1930s-Era Web Series,Webseries,Film & Video,USD,15-11-09,7000,14-09-09 20:07,0,failed,0,US,0,0,7000,61.16131944,0,40070.83819
10997537,Resonance: Retro-Styled Adventure Game - contest entry fees and additional funding,Video Games,Games,USD,01-11-09,150,14-09-09 20:14,2080,successful,59,US,2080,2080,150,47.15630787,1386.666667,40070.84306
116696572,homeland (a dance/theatre performance event in brooklyn),Theater,Theater,USD,30-10-09,990,14-09-09 20:16,1233,successful,24,US,1233,1233,990,45.15541667,124.5454545,40070.84444
836836135,"Rip Away Board Shorts™ the ""towel-less"" changing garment",Fashion,Fashion,USD,11-12-09,5000,14-09-09 20:33,20,failed,1,US,20,20,5000,87.14365741,0.4,40070.85625
1483569957,Elyse & the Aftermath Release their Self-Titled Album and Plan a National Tour!! (Canceled),Rock,Music,USD,13-12-09,20000,14-09-09 21:00,625,canceled,12,US,625,625,20000,89.12496528,3.125,40070.875
1610771663,"An Africa based multimedia experience - ""Ours is a Land of Tribes""",Documentary,Film & Video,USD,13-12-09,7500,14-09-09 21:15,150,failed,4,US,150,150,7500,89.11429398,2,40070.88542
173767727,Additional Funds for the Film The Binds That Tie Us,Shorts,Film & Video,USD,14-10-09,2000,14-09-09 21:22,0,failed,0,US,0,0,2000,29.10934028,0,40070.89028
1558202741,It's Time for The Tank Performers to Hear Themselves Again!,Music,Music,USD,02-11-09,1100,14-09-09 21:47,1100,successful,27,US,1100,1100,1100,48.09170139,100,40070.90764
191472700,Music to the Wild World: first thousand copies of my first album Beautifully Damaged.,World Music,Music,USD,19-10-09,3000,14-09-09 22:26,165,failed,9,US,165,165,3000,34.06459491,5.5,40070.93472
1354099773,Harambe Reading Program,Software,Technology,USD,10-12-09,200,14-09-09 22:40,5,failed,1,US,5,5,200,86.05513889,2.5,40070.94444
546672603,Aravanis - The stepchildren of the Gods. (A Documentary),Documentary,Film & Video,USD,13-12-09,6000,14-09-09 22:40,18,failed,1,US,18,18,6000,89.05528935,0.3,40070.94444
616713370,Alphonse:  Issue Three,Comics,Comics,USD,12-12-09,3000,14-09-09 23:26,540,failed,17,US,540,540,3000,88.02354167,18,40070.97639
508410078,THE FUTURE,Animation,Film & Video,USD,27-11-09,5000,14-09-09 23:38,0,failed,0,US,0,0,5000,73.01525463,0,40070.98472
1048291575,The Endangered Species Print Project,Illustration,Art,USD,13-12-09,2500,14-09-09 23:41,0,failed,0,US,0,0,2500,89.01259259,0,40070.98681
2141168106,You + Me = Ava's Debut CD,Jazz,Music,USD,15-11-09,2500,14-09-09 23:41,175,failed,8,US,175,175,2500,61.01293981,7,40070.98681
12552916,Soup and Bread: The Cookbook,Nonfiction,Publishing,USD,16-11-09,3000,14-09-09 23:46,4496.11,successful,103,US,4496.11,4496.11,3000,62.00930556,149.8703333,40070.99028
1460550769,The XYZ Affair Make An Album. Big Time.,Indie Rock,Music,USD,14-11-09,3000,14-09-09 23:52,5070,successful,88,US,5070,5070,3000,60.00489583,169,40070.99444
928412287,Clara's Dream: A Jazz Nutcracker ,Dance,Dance,USD,10-12-09,5000,14-09-09 23:57,5405,successful,49,US,5405,5405,5000,86.00152778,108.1,40070.99792
1230333955,"Be Our Record Label. You, Music Lovers, Decide Who Rises Up!",Indie Rock,Music,USD,13-12-09,5000,15-09-09 0:03,6330.98,successful,74,US,6330.98,6330.98,5000,88.99765046,126.6196,40071.00208
1222840843,Books & Beyond,Nonfiction,Publishing,USD,13-12-09,5000,15-09-09 0:08,5575,successful,69,US,5575,5575,5000,88.99395833,111.5,40071.00556
255262442,REPUBLIC WORLDWIDE FUNDRAISER,Illustration,Art,USD,13-12-09,2500,15-09-09 0:30,0,failed,0,US,0,0,2500,88.97916667,0,40071.02083
2063543996,"Up and Coming: 2010 Exhibitions - Upstate, Upstairs, Outstanding",Art,Art,USD,03-12-09,4200,15-09-09 1:00,4545,successful,69,US,4545,4545,4200,78.95821759,108.2142857,40071.04167
1314140086,"This Spartan Life, award-winning video series new episode PLUS Dream Date w/ Amber!",Webseries,Film & Video,USD,15-11-09,5000,15-09-09 1:19,2405,failed,31,US,2405,2405,5000,60.94474537,48.1,40071.05486
976511853,New York Topographical,Painting,Art,USD,15-11-09,600,15-09-09 1:31,55,failed,2,US,55,55,600,60.93646991,9.166666667,40071.06319
1956339521,Send Vapidus Designs on the road in 2010! Let's bring art to the masses!,Painting,Art,USD,13-12-09,10000,15-09-09 1:49,235,failed,4,US,235,235,10000,88.92429398,2.35,40071.07569
1643783791,Wooden Box - The film - a documentary about Ben Sollee and all the good music can do! (Canceled),Documentary,Film & Video,USD,10-12-09,5000,15-09-09 2:27,0,canceled,0,US,0,0,5000,85.89755787,0,40071.10208
2135229225,"Francis and the Lights - The ""Night Watchman"" Music Video (Canceled)",Shorts,Film & Video,USD,20-10-09,35000,15-09-09 2:54,0,canceled,0,US,0,0,35000,34.87873843,0,40071.12083
1277193070,BE A PART OF THE FIRST SHOTGUN LOVER EP,Rock,Music,USD,14-11-09,800,15-09-09 3:17,1600,successful,25,US,1600,1600,800,59.86296296,200,40071.13681
